probe_id,gene_symbol,entrez_gene_id,sepsis_mean,healthy_mean,mean_difference,p_value,fdr
ILMN_1773252,LOC650361,650361.0,4.601955176043479,4.258744956500001,0.34321021954347763,0.0001568730201831889,0.0005093678052580206
ILMN_1768425,TF,7018.0,4.619120371304349,4.284222934166666,0.3348974371376823,0.00015693033243389983,0.0005095171527490785
ILMN_1655218,NFAT5,10725.0,4.544879628913044,4.228379778249999,0.3164998506630452,0.0001569553770978294,0.0005095617207294184
ILMN_3268048,LOC100130452,100130452.0,4.572862248521739,4.2210984182499995,0.3517638302717394,0.00015698805445886601,0.0005096310603433213
ILMN_1762275,CSE1L,1434.0,5.115598891130435,4.68626770825,0.4293311828804347,0.00015710860590613455,0.0005099856354514704
ILMN_3225329,LOC728847,728847.0,4.481486887652173,4.183083831416667,0.29840305623550645,0.0001571197849200592,0.0005099851543836656
ILMN_3310810,MIR483,619552.0,4.529751563260869,4.224188134416666,0.30556342884420307,0.00015717028393360033,0.0005101122904802831
ILMN_1773470,ST5,6764.0,4.522424871956522,4.222806699666667,0.299618172289855,0.0001572554516727385,0.0005103519210453186
ILMN_1773455,LOC646627,646627.0,4.516593017695652,4.200935132083333,0.31565788561231933,0.0001573333562481996,0.0005105679471214278
ILMN_1710426,DDX12,440081.0,4.569691200652174,4.228575922916668,0.341115277735506,0.00015747015119024464,0.0005109750354622259
ILMN_1703005,IFP38,83880.0,6.681445921913044,5.9051058645,0.7763400574130435,0.00015749713645840443,0.0005110257692971132
ILMN_1705984,HNMT,3176.0,4.923921167304347,4.410364495499999,0.5135566718043485,0.0001575313742939617,0.0005111000262907715
ILMN_1746075,LOC646890,646890.0,4.699747241608696,4.271568149333333,0.42817909227536344,0.0001575567878142211,0.0005111456447441762
ILMN_1651343,ITGA11,22801.0,4.874252989043478,4.407748811333334,0.46650417771014396,0.00015756209604365256,0.0005111260357499365
ILMN_1737110,LOC651957,651957.0,4.592135634695652,4.266752739916668,0.3253828947789845,0.00015761222804051505,0.0005112518258694604
ILMN_1657686,PDE8A,5151.0,4.612937313695652,4.260239320249999,0.3526979934456529,0.00015763414644075755,0.0005112860871120399
ILMN_3235613,LOC727950,727950.0,4.546703037826087,4.264397237416667,0.28230580040941966,0.0001577670674393306,0.0005116803542228052
ILMN_1855910,ST8SIA3,51046.0,4.556902784565217,4.248532200666667,0.30837058389855,0.00015777543412862872,0.0005116706310432363
ILMN_1675086,UNC13C,440279.0,4.609507874217391,4.2114765641666665,0.39803131005072423,0.00015779729541215908,0.0005117046695002621
ILMN_1687123,LOC644669,644669.0,4.51286767526087,4.209775279166666,0.303092396094204,0.00015785807366672884,0.0005118648938204633
ILMN_1859300,,,4.5457981624347825,4.24171314375,0.3040850186847823,0.00015786941649189126,0.0005118648090677244
ILMN_3290690,LOC645877,645877.0,4.5675148453043475,4.253423909083334,0.3140909362210138,0.00015792010338767077,0.0005119922816175633
ILMN_1651347,SERTAD2,9792.0,8.09267551952174,7.303772783083333,0.7889027364384065,0.0001579470886387819,0.0005120428983139313
ILMN_1784130,LOC647054,647054.0,4.5498432834782605,4.24581467125,0.3040286122282607,0.00015801450737322592,0.0005122245781168371
ILMN_3251756,WRN,7486.0,4.591316854173912,4.288589337916666,0.3027275162572458,0.00015802876311634144,0.0005122339094159136
ILMN_1807093,FLJ45248,401472.0,4.65848050673913,4.30939474225,0.3490857644891294,0.00015806710916175444,0.0005123213199762199
ILMN_2273911,ACSL5,51703.0,4.565007838347826,4.241002781583333,0.3240050567644932,0.00015814512814910867,0.0005125372951812064
ILMN_3282038,LOC727960,727960.0,4.549044524478261,4.219099409,0.3299451154782611,0.00015815925589361842,0.0005125461871516866
ILMN_2366473,ABCC9,10060.0,4.709530060130434,4.378872233000001,0.330657827130433,0.0001582037352441603,0.0005126534311139937
ILMN_1855325,,,4.52142457873913,4.221810740583333,0.2996138381557971,0.000158220467770211,0.0005126707535385542
ILMN_1779854,CARD6,84674.0,5.028880721565217,4.416428857083334,0.6124518644818835,0.000158228774889124,0.0005126607751750885
ILMN_1871373,,,4.604093784000001,4.277854150333333,0.32623963366666775,0.00015825822663650296,0.0005127193018532974
ILMN_3254278,LOC100129660,100129660.0,4.541604644304348,4.244510381666667,0.2970942626376809,0.0001583306222877207,0.000512916938211257
ILMN_1804299,LOC654244,654244.0,4.548479532347826,4.19654511125,0.3519344210978259,0.00015834708410413634,0.0005129333597827564
ILMN_1655720,CNNM4,26504.0,4.712708026391305,4.3652132163333315,0.3474948100579738,0.00015838263934335562,0.0005130116238241655
ILMN_1789294,LOC652222,652222.0,4.653414971391304,4.326985176833334,0.3264297945579697,0.00015842346099884339,0.0005131069336415313
ILMN_2302654,LRP8,7804.0,4.741729597043479,4.256995399833333,0.48473419721014555,0.00015843811292568397,0.0005131174764964084
ILMN_1728887,PAK4,10298.0,5.303866427739131,4.761600229416666,0.5422661983224657,0.00015847927057090346,0.0005132138530470968
ILMN_1686972,LOC644580,644580.0,4.758340405173912,4.345746927166666,0.41259347800724555,0.00015848708797647104,0.0005132022556073544
ILMN_1748904,WTAP,9589.0,5.636935496086956,4.9787833592499995,0.6581521368369563,0.00015856647824576863,0.0005134224056137533
ILMN_3183170,LOC100130884,100130884.0,4.5669099319130435,4.221374490666666,0.34553544124637714,0.00015857106717184668,0.0005134003421025495
ILMN_2197519,ZNF627,199692.0,6.023229747869566,5.070698607166666,0.9525311407028996,0.00015865711402525875,0.0005136419964592813
ILMN_1663033,TMEM129,92305.0,5.083431890999999,4.653673633416666,0.42975825758333297,0.00015866706993645916,0.0005136372943449238
ILMN_3241416,ACTRT2,140625.0,4.4715178150434784,4.17077068325,0.3007471317934787,0.00015867742407352787,0.0005136338819514304
ILMN_1658018,LOC441296,441296.0,4.5134865619565225,4.212891541583334,0.30059502037318886,0.00015870461653252755,0.0005136849712540609
ILMN_3310055,MIR760,100126348.0,4.566752770086957,4.25116345575,0.3155893143369566,0.00015872336623072675,0.0005137087281867595
ILMN_1892782,CD1D,912.0,4.508064679652174,4.213189161749999,0.2948755179021747,0.00015873082758696705,0.0005136959495721692
ILMN_1852367,,,4.5246912697826085,4.221141969833334,0.3035492999492746,0.0001587368007519257,0.0005136783569506182
ILMN_2295844,VAMP1,6843.0,4.640465680347826,4.239838369999999,0.4006273103478266,0.00015874118645115335,0.0005136556301272299
ILMN_1829840,,,4.69045115352174,4.305935226583333,0.3845159269384064,0.00015874392531994004,0.000513627578130051
ILMN_1693245,ZCCHC4,29063.0,4.599414361695652,4.283416774666666,0.3159975870289866,0.00015877792384551544,0.0005137006658017132
ILMN_3244717,LOC729703,729703.0,4.550925984652174,4.246240210916667,0.30468577373550776,0.00015881889121296174,0.0005137962879270804
ILMN_1656691,FBXO4,26272.0,5.090333943043478,4.56023223175,0.5301017112934785,0.00015882148383115606,0.0005137677587677928
ILMN_2132809,ARHGEF10,9639.0,4.749376518043479,4.322951368000001,0.42642515004347814,0.00015885479189938333,0.0005138385872322678
ILMN_2293744,MARVELD2,153562.0,4.501368978304349,4.198623916749999,0.3027450615543499,0.0001588793092182645,0.0005138809726245634
ILMN_1653447,PSORS1C2,170680.0,4.632106114304348,4.293247947,0.33885816730434737,0.00015889112039030556,0.0005138822579795077
ILMN_3255124,ATL1,51062.0,4.9476143887826085,4.487471988583334,0.4601424001992749,0.00015892952470965461,0.0005139695439594009
ILMN_3274677,LOC644384,644384.0,4.742895532260871,4.247770394583334,0.49512513767753674,0.00015895044493582973,0.000514000278844061
ILMN_1862365,,,4.878970513826087,4.36755961225,0.5114109015760873,0.00015904941440844422,0.0005142833801286544
ILMN_1739393,SELE,6401.0,4.524706394347826,4.232888858083333,0.29181753626449236,0.00015905894576445442,0.000514277265002013
ILMN_1812118,ZNF570,148268.0,4.579903670695652,4.2781112412499995,0.3017924294456522,0.00015911537269959093,0.0005144227649758496
ILMN_1714696,LOC645201,645201.0,4.54270446673913,4.242165494166667,0.300538972572463,0.00015915193643929325,0.0005145040306100596
ILMN_1756125,H1FNT,341567.0,4.639769845478261,4.275487694166666,0.3642821513115946,0.00015915494891818052,0.0005144768283417032
ILMN_3286312,LOC642458,642458.0,4.553093207391305,4.267139830666667,0.2859533767246374,0.00015916077939352705,0.0005144587386484865
ILMN_1652445,RAC1,5879.0,4.579788256956522,4.273083046583333,0.3067052103731882,0.00015916894976542958,0.0005144482143064563
ILMN_3243514,LOC100192379,100192379.0,4.722532880391304,4.370969321416666,0.35156355897463776,0.00015918064771817855,0.0005144490921122355
ILMN_1709142,PURA,5813.0,4.61728072126087,4.3244957235833335,0.2927849976775363,0.00015918415319505548,0.0005144234947818679
ILMN_1750092,SEPSECS,51091.0,4.78137400647826,4.3249983248333335,0.4563756816449267,0.00015921140081753393,0.0005144746213312158
ILMN_1799204,C10orf110,55853.0,4.582732645869565,4.273919377916666,0.30881326795289876,0.00015927196603261667,0.0005146333950542917
ILMN_3280943,LOC389156,389156.0,7.5507069609999995,6.028555576666666,1.5221513843333332,0.00015936455450716892,0.0005148956108773783
ILMN_3212980,LOC647013,647013.0,4.488116341434782,4.1757786010833335,0.3123377403514489,0.0001593806330220683,0.000514910608535633
ILMN_2092118,FPR1,2357.0,12.670999214043478,11.003277090000003,1.6677221240434754,0.00015945699807270813,0.0005151203576255678
ILMN_1785281,LOC642943,642943.0,4.532071003826087,4.222553007916667,0.3095179959094203,0.00015948796826059636,0.000515183440593832
ILMN_1672151,FRAS1,80144.0,4.48864153326087,4.18257725125,0.3060642820108699,0.00015950006381995255,0.0005151855494200247
ILMN_1658152,MAP3K10,4294.0,5.027720649826087,4.5689207370833325,0.4587999127427542,0.0001595193642086925,0.000515210927888663
ILMN_1907221,,,4.7006104511739135,4.282806517333333,0.4178039338405801,0.0001596018593030886,0.0005154403924684713
ILMN_1731453,KIAA1712,80817.0,4.5680488993043475,4.241822383833334,0.32622651547101356,0.00015961785643157851,0.0005154550817758542
ILMN_1705578,LOC122038,122038.0,4.537002471391304,4.244826668166667,0.2921758032246373,0.00015962135410259572,0.0005154294072840255
ILMN_1767846,LOC644336,644336.0,4.562915962130435,4.249638288333333,0.3132776737971019,0.00015963302579246575,0.0005154301291060086
ILMN_1756734,MYO15A,51168.0,4.563474751869564,4.2586270175,0.3048477343695639,0.00015966589651943735,0.0005154992942986466
ILMN_1708604,C7orf28A,51622.0,6.144083747869565,5.366241904500001,0.777841843369564,0.00015982145446689116,0.0005159645306512864
ILMN_1887349,,,5.018095366217392,4.4268802596666665,0.5912151065507256,0.00015984018436007835,0.0005159879988846208
ILMN_3291578,LOC100131138,100131138.0,4.502339453391304,4.195051150166667,0.3072883032246372,0.00015984895781194524,0.0005159793251768864
ILMN_2392143,TRAF6,7189.0,5.673787928652174,5.105489582583333,0.5682983460688407,0.0001599337880135082,0.0005162161400625263
ILMN_2378708,TAF6,6878.0,5.030663894956522,5.632803690916667,-0.6021397959601451,0.0001599964666137333,0.0005163814276953488
ILMN_1727756,IDI2,91734.0,4.55646325326087,4.233068053749999,0.3233951995108706,0.0001600206144814644,0.0005164223443336659
ILMN_1709538,RTEL1,51750.0,4.563250971347826,4.276152035333333,0.2870989360144929,0.00016004131910009865,0.0005164521437674701
ILMN_3248562,SNORD49A,26800.0,4.537449808434783,4.2320572995,0.30539250893478265,0.00016007030016237442,0.0005165086450376682
ILMN_1689086,CTSC,1075.0,4.7953930496086965,4.441613418,0.3537796316086963,0.00016008233445812857,0.0005165104589586013
ILMN_1701286,FLJ41352,150776.0,4.496305047608695,4.207198126083333,0.2891069215253621,0.00016010289439290115,0.000516539778878652
ILMN_1722662,RAD23B,5887.0,5.40614600273913,4.714715316666667,0.6914306860724633,0.0001601324199013233,0.0005165980181439724
ILMN_3297013,PACRGL,133015.0,4.520733624217391,4.23105777725,0.28967584696739035,0.00016020585101508903,0.000516797881367941
ILMN_2339006,KIAA0564,23078.0,4.808609990000001,4.338425519583333,0.470184470416668,0.0001602347596378746,0.0005168541039673325
ILMN_1869119,,,4.676030699826087,4.344512759666666,0.3315179401594204,0.00016029028900515767,0.0005169961803767615
ILMN_3240838,SLC25A6,293.0,10.211394419260868,9.533096384583335,0.6782980346775336,0.00016029038566538724,0.0005169594580095078
ILMN_1703708,KRTAP5-10,387273.0,4.609947739217391,4.2692780925,0.34066964671739175,0.00016030079051635693,0.0005169559839136121
ILMN_3247177,LOC100190940,100190940.0,4.476889475869564,4.175528698000001,0.3013607778695633,0.0001603181094732809,0.0005169748061033897
ILMN_1737172,LOC642049,642049.0,4.573290852739131,4.239198855583333,0.33409199715579785,0.00016032125457811128,0.0005169479227150543
ILMN_1779969,KIAA0738,9747.0,4.835057500695652,4.291283200333333,0.543774300362319,0.00016035267873900903,0.0005170122210588946
ILMN_3260469,LOC100128435,100128435.0,4.522706879869565,4.21960638275,0.30310049711956477,0.00016039948058358352,0.0005171260876702242
ILMN_1722771,LDHD,197257.0,4.545621480565217,4.2317342485000005,0.3138872320652162,0.00016043732807174296,0.0005172110712998771
ILMN_3280594,LOC440041,440041.0,4.523885595695652,4.203764042,0.32012155369565143,0.00016044733957888257,0.0005172063127271447
ILMN_3306028,LOC730183,730183.0,5.067795611869565,4.497914883833333,0.5698807280362317,0.00016047684274948708,0.0005172643822386997
ILMN_1914054,,,4.678889504043479,4.314421816666667,0.3644676873768118,0.00016048415747970594,0.000517250928642623
ILMN_1792589,PMCHL1,5369.0,4.982021286913043,4.373473904666667,0.6085473822463765,0.00016049117734721977,0.0005172365266788744
ILMN_1779915,LOC652115,652115.0,4.663241320434783,4.299659012333334,0.3635823081014493,0.00016052536430075171,0.0005173096755359491
ILMN_1748483,LOC642220,642220.0,4.602978433739131,4.260673836833333,0.34230459690579806,0.00016054776477142322,0.0005173448334743621
ILMN_1796639,UBQLN3,50613.0,4.5449343105217395,4.25310837625,0.2918259342717393,0.0001605551016147904,0.0005173314492236963
ILMN_2193591,UNC93B1,81622.0,8.629995687652176,7.612697177666668,1.0172985099855083,0.00016056113084834308,0.0005173138538847109
ILMN_3234116,LOC730382,730382.0,4.968419449260869,4.3549712024166665,0.6134482468442028,0.00016060314993839465,0.0005174122089213841
ILMN_1712718,BPNT1,10380.0,4.852597151695653,4.357944980166667,0.494652171528986,0.00016063801054058593,0.0005174874891649113
ILMN_1909610,,,4.5466264245652175,4.252184781583334,0.2944416429818837,0.00016064592834793775,0.0005174759699512915
ILMN_3251337,SCAMP1,9522.0,4.668232615173913,4.326883209083333,0.34134940609057995,0.0001606595848617616,0.0005174829367027538
ILMN_1711642,GSTZ1,2954.0,4.492663814217392,4.203276719416667,0.2893870948007242,0.0001606632301624029,0.0005174576587453942
ILMN_1659047,HIST2H2AA3,8337.0,10.665787678826087,8.671376353583332,1.9944113252427549,0.00016067982167805705,0.000517474078069468
ILMN_1699011,LOC648682,648682.0,4.832281154739131,4.312423676916667,0.5198574778224643,0.00016069337850270515,0.0005174807224323936
ILMN_1679417,UPF2,26019.0,4.7604082314782605,4.3599941116666665,0.400414119811594,0.00016078628699343144,0.0005177428836579362
ILMN_1770020,PPIL3,53938.0,8.11503334504348,6.924427937583334,1.1906054074601462,0.00016079457189361435,0.0005177325331020667
ILMN_1791530,CPA5,93979.0,4.532115299260869,4.2433341465000005,0.28878115276086813,0.00016083466173396564,0.0005178245834702756
ILMN_1863994,,,4.5295917169130435,4.2424451195,0.2871465974130434,0.0001608686145014592,0.0005178968631175686
ILMN_1719772,SPAG11B,10407.0,4.526022967434783,4.230298243,0.29572472443478315,0.00016088425826756356,0.0005179101930487998
ILMN_1803471,CCDC5,115106.0,4.581512050304347,4.20552477125,0.37598727905434703,0.00016100858378172758,0.0005182733586619519
ILMN_3237574,LOC732445,732445.0,4.549454723043478,4.207337972833333,0.3421167502101454,0.00016102310392292478,0.000518283043174281
ILMN_1706523,FCGR2A,2212.0,6.539691258913043,5.437355643833333,1.1023356150797108,0.00016105939529064081,0.0005183627960662321
ILMN_3251404,NUCKS1,64710.0,9.506047899999999,8.681400708083334,0.8246471919166645,0.00016106246225831318,0.0005183356138853491
ILMN_1672108,LOC388161,388161.0,4.543658915347826,4.209304509750001,0.3343544055978249,0.0001610835674073587,0.0005183664824087992
ILMN_1662417,LRPPRC,10128.0,6.027264121608694,5.3873557725,0.6399083491086941,0.00016109909009789746,0.000518379383467527
ILMN_3310494,MIR138-2,406930.0,4.483886691608695,4.195261654833333,0.288625036775362,0.0001611176212853082,0.0005184019626333475
ILMN_1705985,PIGA,5277.0,6.259541252869566,5.32969529225,0.9298459606195655,0.0001611343700709434,0.0005184188040377365
ILMN_1760688,SAMD14,201191.0,5.36490704326087,4.359671097333334,1.0052359459275362,0.0001611851820350336,0.0005185452269212803
ILMN_2048822,NUDCD2,134492.0,4.567029799782608,4.252895254416666,0.3141345453659419,0.00016120080977254404,0.0005185584494419299
ILMN_1700657,NRXN3,9369.0,4.572218879695652,4.249169970166666,0.32304890952898546,0.00016122410203042506,0.0005185963239062533
ILMN_1683692,LRCH1,23143.0,4.508484069304348,4.210952373833334,0.2975316954710143,0.00016124448809752228,0.0005186248455218421
ILMN_1748454,DKFZp434M131,441452.0,4.880379193434782,4.348970022833333,0.5314091706014494,0.00016129780133473216,0.0005187592620539785
ILMN_1714067,NTRK2,4915.0,4.455838392043478,4.153422214916667,0.302416177126811,0.00016131142982578274,0.0005187660360747297
ILMN_3297754,LOC729523,729523.0,4.531655892130435,4.2140491820833335,0.3176067100471016,0.00016137033637359698,0.0005189184097241952
ILMN_1764457,LOC339766,339766.0,4.688623860608695,4.335561021,0.353062839608695,0.00016138399663877213,0.0005189252735800198
ILMN_1811104,KTELC1,56983.0,8.393431045565219,7.67657582225,0.7168552233152186,0.00016138783115589113,0.0005189005443213373
ILMN_1874748,,,4.657478078130436,4.285444358666667,0.3720337194637686,0.00016145216134421235,0.000519070312782096
ILMN_1668899,OCLM,10896.0,4.465506409217391,4.171802847416667,0.293703561800724,0.00016151163879516033,0.0005192244565137096
ILMN_1772233,CENTD2,116985.0,8.034061257869565,6.933873698166665,1.1001875597029,0.0001615350220440704,0.000519262551584334
ILMN_1664581,MICALL2,79778.0,4.516258212478261,4.207277317166667,0.30898089531159467,0.00016155301014293005,0.0005192832994692039
ILMN_1893858,,,4.552446708130435,4.242613607833333,0.30983310029710154,0.00016163674377360385,0.0005195153565761683
ILMN_1700859,LOC644187,644187.0,4.644329547565217,4.268234898833334,0.3760946487318835,0.00016163874753235787,0.0005194847119815367
ILMN_3238818,LOC649076,649076.0,12.767629350869564,12.130539910833333,0.637089440036231,0.00016164413021592673,0.0005194649303862719
ILMN_1876532,,,4.673553477434782,4.340302064,0.33325141343478215,0.00016166964794521422,0.0005195098536462337
ILMN_3244192,LOC729439,729439.0,13.924884174347824,13.637100618333335,0.2877835560144888,0.00016172703765758828,0.0005196571807349127
ILMN_2246188,SLC45A2,51151.0,4.499953490217392,4.198026787916667,0.30192670230072505,0.00016177770844401026,0.0005197828992560247
ILMN_1765633,FAM10A7,155019.0,4.938276077695652,4.49914047075,0.43913560694565223,0.00016185975170928516,0.0005200093906955292
ILMN_2126344,SEC16A,9919.0,8.451168246652175,7.412059516749999,1.0391087299021757,0.00016188361811328775,0.0005200489574252268
ILMN_1815700,WNT3A,89780.0,4.453383500869566,4.162491934833333,0.29089156603623323,0.0001619181339457403,0.0005201227272145452
ILMN_1667500,LOC653086,653086.0,4.5445346440000005,4.231612215416667,0.31292242858333363,0.0001619762067021775,0.0005202721519834585
ILMN_1914436,,,4.59097751078261,4.2738091835833325,0.3171683271992771,0.00016199008059834775,0.0005202795975730783
ILMN_1768197,ROD1,9991.0,10.00637797773913,9.065527742416666,0.940850235322463,0.0001620895933659162,0.0005205620773317387
ILMN_1666984,LOC643275,643275.0,4.525576714130435,4.2256158167499995,0.2999608973804353,0.00016209180323473483,0.0005205320440112316
ILMN_2395451,ASS1,445.0,6.426028112608696,5.735706725916667,0.6903213866920295,0.00016216337497514834,0.0005207247437063052
ILMN_1683194,DCN,1634.0,4.560987254869565,4.211028900916666,0.349958353952899,0.00016223314848415207,0.0005209116420055611
ILMN_2380967,DNASE1L1,1774.0,7.602405101391304,6.4245136665,1.177891434891304,0.0001622810204376339,0.0005210281953336371
ILMN_3258046,LOC100129138,100129138.0,4.6690942284782615,4.316024929166667,0.3530692993115947,0.00016229272019515256,0.0005210286039180229
ILMN_1670130,ARID3A,1820.0,9.137703870434784,8.171587044833332,0.9661168256014516,0.00016232233551558307,0.0005210865249139463
ILMN_1709247,PPP2R1B,5519.0,5.021677034826086,4.37227403575,0.6494029990760861,0.00016233316423472965,0.0005210841332767883
ILMN_1815548,OR52D1,390066.0,4.985027535695653,4.260705385416666,0.7243221502789865,0.00016233738637250588,0.0005210605365829708
ILMN_3289195,LOC727929,727929.0,4.584573288652173,4.274838787583333,0.3097345010688404,0.00016235368411564958,0.0005210757000241582
ILMN_1753950,ZNF326,284695.0,4.589847531478261,4.291502131916666,0.2983453995615948,0.0001624181238346242,0.000521245362421148
ILMN_3253235,LOC100127915,100127915.0,4.514871224086957,4.216306161833333,0.29856506225362445,0.00016248863102694784,0.0005214344714701549
ILMN_2319588,OSGIN1,29948.0,4.672599649695651,4.319821889,0.35277776069565103,0.0001625225801072251,0.0005215062450408093
ILMN_1712515,FOXO3,2309.0,4.590816005086956,4.259520390166667,0.3312956149202888,0.00016253414602583442,0.000521506189888907
ILMN_3183475,LOC100128647,100128647.0,4.505030341695652,4.217629454166667,0.2874008875289853,0.00016258089052640894,0.0005216190005109748
ILMN_1805385,IL22RA2,116379.0,4.533654195695652,4.235992789333333,0.29766140636231864,0.00016258324303775062,0.0005215893794562239
ILMN_1749846,OMD,4958.0,4.737473507782609,4.225152613083333,0.5123208946992763,0.00016265166490039054,0.0005217717070759018
ILMN_1721968,NOVA1,4857.0,4.457655523608695,4.161043920416667,0.2966116031920283,0.00016270520542283154,0.0005219062741345215
ILMN_1722969,LOC345537,345537.0,4.504130683956522,4.216345672166667,0.2877850117898548,0.0001627148769689452,0.0005219001143957269
ILMN_1685488,LOC646664,646664.0,4.4748179386086955,4.178373556333333,0.29644438227536263,0.00016274787302675989,0.0005219687624507629
ILMN_1699152,LOC643355,643355.0,4.606038830826087,4.286700978583334,0.3193378522427528,0.00016280001762346204,0.0005220988099908206
ILMN_3298602,PRO1880,29023.0,4.613528162217391,4.245577112833334,0.3679510493840574,0.00016282438495284805,0.000522139763798581
ILMN_1660654,CDCA2,157313.0,4.75698501473913,4.214435576166667,0.542549438572463,0.00016284183092294812,0.0005221585181713477
ILMN_1771026,GARS,2617.0,8.835150016565217,7.9120010795,0.9231489370652168,0.00016285621797958747,0.0005221674620492071
ILMN_2155516,QTRTD1,79691.0,5.827992985043478,5.072622821166667,0.7553701638768109,0.0001628607390796729,0.0005221447735942543
ILMN_1708858,CSNK1E,1454.0,4.696479559956522,4.345655499249999,0.3508240607065227,0.00016289135565319772,0.0005222057466230363
ILMN_1880446,,,4.666457267217392,4.320799727,0.3456575402173918,0.00016292049697888856,0.0005222619818782841
ILMN_1661138,GON4L,54856.0,6.940053458043479,6.301445654000001,0.6386078040434784,0.0001629476780701736,0.0005223119257976239
ILMN_1776905,FAM23B,340843.0,4.642255763478261,4.292774767416667,0.3494809960615939,0.00016300127420218363,0.0005224465272588391
ILMN_1863668,,,4.507726128695652,4.209741360083334,0.29798476861231826,0.0001630101507708564,0.0005224377860304861
ILMN_1815300,LOC644948,644948.0,4.537860229043478,4.221562433833332,0.31629779521014534,0.00016309897992284803,0.0005226852710560457
ILMN_3239783,LOC613038,613038.0,4.511021545521739,4.207976116833334,0.30304542868840567,0.0001631487059490913,0.0005228074155121664
ILMN_1797193,LOC645929,645929.0,4.5453965309130435,4.208307001083333,0.3370895298297105,0.0001632273978362299,0.0005230223566138054
ILMN_1710222,LOC388002,388002.0,4.543738660217391,4.2392880352499995,0.3044506249673917,0.00016328083329383172,0.000523156344818402
ILMN_1757552,PTRF,284119.0,4.824618778391305,4.312163172083332,0.5124556063079728,0.00016329707437471572,0.0005231711506135932
ILMN_1688903,LOC728554,728554.0,4.4858503923913045,4.2007529115,0.28509748089130404,0.00016331249963763632,0.0005231833407702646
ILMN_1675608,LOC646331,646331.0,4.548047208826087,4.233632842416667,0.31441436640941944,0.00016333084118588145,0.000523204871057413
ILMN_1812461,WISP2,8839.0,4.612207977434783,4.307886862666667,0.30432111476811574,0.00016337442477740746,0.0005233072514764667
ILMN_1674069,TOMM7,54543.0,10.412303267434782,8.828234233666668,1.5840690337681131,0.00016339688053149478,0.0005233419472269681
ILMN_1735229,LOC729193,729193.0,4.54503674352174,4.23121403425,0.31382270927174005,0.0001635469538002777,0.0005237853536029239
ILMN_3234852,LOC728539,728539.0,4.501124882608695,4.181794118666667,0.31933076394202864,0.0001635495707662721,0.0005237564780290112
ILMN_3246459,LOC100134383,100134383.0,4.5630588579130436,4.234056720583333,0.3290021373297103,0.00016356555690162796,0.0005237704173813653
ILMN_2214197,TP53INP1,94241.0,7.608039184391303,6.514172836999999,1.0938663473913035,0.00016359183026867612,0.000523817294231321
ILMN_3299702,LOC730517,730517.0,4.523483283695653,4.219221721583334,0.3042615621123197,0.00016364760728762598,0.0005239586277137523
ILMN_1857239,,,4.582245612347826,4.279192416249999,0.3030531960978271,0.00016365939794089928,0.0005239591177908774
ILMN_3202242,LOC100131591,100131591.0,4.591615086869566,4.275493554833333,0.3161215320362327,0.0001636737428970238,0.0005239677848729168
ILMN_1670188,TNFSF12-TNFSF13,407977.0,4.616660993565219,4.313607270833333,0.30305372273188613,0.00016368423360912327,0.0005239641130311807
ILMN_1798975,EGFR,1956.0,4.502898919130433,4.20187644575,0.3010224733804332,0.000163728106090633,0.0005240672913776887
ILMN_1669555,FAM48A,55578.0,7.013010242956523,6.23167822325,0.7813320197065226,0.0001637345097605009,0.0005240505319504536
ILMN_3267017,LOC100129028,100129028.0,9.500765006391303,8.448908671166667,1.0518563352246364,0.00016373599154286548,0.0005240180229765732
ILMN_1678568,LOC643913,643913.0,4.691295480130434,4.348475122083333,0.342820358047101,0.0001637415430475704,0.0005239985423719356
ILMN_3268932,LOC100129060,100129060.0,4.5279966576956525,4.243140846916666,0.2848558107789865,0.00016377035668570028,0.0005240535017100415
ILMN_1882860,,,4.581773748826087,4.2606857165833345,0.32108803224275206,0.00016380449896185757,0.0005241255032875924
ILMN_3307247,LOC440742,440742.0,4.5388570598695654,4.263473804416667,0.27538325545289855,0.00016385630021531226,0.000524253994072911
ILMN_2073157,AMY2B,280.0,4.8303092889565225,4.448426374666666,0.3818829142898563,0.00016386486255160645,0.0005242441346309228
ILMN_2291538,HSFY2,159119.0,4.52666715,4.241149135416667,0.2855180145833325,0.00016386918586434114,0.0005242207158711263
ILMN_3231108,LOC100130881,100130881.0,4.545116000434783,4.225083135416667,0.3200328650181161,0.00016401720535245043,0.0005246569546418029
ILMN_1659255,RP2,6102.0,6.055936413086957,5.005044797333333,1.0508916157536232,0.00016410860754673554,0.0005249120373384963
ILMN_1674135,RALGPS1,9649.0,5.235125104043478,4.756588388583333,0.47853671546014453,0.0001641229814269582,0.0005249207212322185
ILMN_2388669,GRIA3,2892.0,4.631568286043478,4.3070869775,0.32448130854347834,0.0001641306072368128,0.0005249078228173762
ILMN_1728894,OR4A5,81318.0,4.535358721347827,4.228507221166667,0.3068515001811605,0.00016413077264293874,0.0005248710687337901
ILMN_2386967,VPS54,51542.0,4.755890965043478,4.3968762550000005,0.3590147100434775,0.00016417777263733703,0.0005249840807848597
ILMN_1656069,C17orf55,284185.0,4.760871790956522,4.282100039166667,0.4787717517898553,0.0001642447872338428,0.0005251610720566227
ILMN_3309094,MIR1278,100302163.0,4.505881468695653,4.2154483919166665,0.2904330767789869,0.00016428411780951898,0.0005252495267815631
