ID_REF,GSM4075768,GSM4075770,GSM4075772,GSM4075774,GSM4075776,GSM4075777,GSM4075780,GSM4075782,GSM4075784,GSM4075786,GSM4075788,GSM4075790,GSM4075792,GSM4075794,GSM4075796,GSM4075798,GSM4075801,GSM4075803,GSM4075804,GSM4075805,GSM4075807,GSM4075809,GSM4075811,GSM4075813,GSM4075814,GSM4075815,GSM4075816,GSM4075817,GSM4075818,GSM4075819,GSM4075820,GSM4075821,GSM4075822,GSM4075823,GSM4075824
ILMN_1343291,13.65114894,13.12986347,13.61895285,13.81744876,13.23988993,13.61895285,14.22270848,13.9553929,13.50095295,14.58503199,13.54045642,12.7827354,12.98671551,8.543261697,13.72637625,14.15393079,13.39236754,13.84542763,14.15681446,14.45928242,13.36520444,13.46037234,12.63996495,14.1094072,13.92939372,13.05210663,13.13226881,13.41417919,13.0669394,13.05210663,13.0669394,13.26670547,13.28000719,13.17682081,12.69967294
ILMN_1343295,11.82674646,12.84164146,12.26287799,12.59632057,12.44061523,12.71478931,11.77660376,12.44205254,12.10501806,11.61487434,11.55665885,11.97459246,12.39879734,9.118055935,10.6405928,11.02114757,12.72065537,13.15333921,12.57596303,12.59538771,13.21905271,11.19672151,11.34275787,10.35205987,9.524101276,10.30751629,10.35491893,9.977298429,10.36892869,10.14573898,10.39101896,10.7991891,10.13273239,10.4751344,10.372695
ILMN_1651199,4.29644019,5.085740447,4.99103317,4.987668897,5.11035855,4.993354078,4.483731633,4.323387704,4.338066778,4.31730366,4.269082725,4.98115124,4.467101614,4.443813251,4.37315174,4.2435759,4.809398636,4.207919751,4.346588345,4.283367,4.369602926,4.487290329,4.254847783,4.332760015,4.290459003,4.339310678,4.266432991,4.237426308,4.158342629,4.332521859,4.191158256,4.143352537,4.239004359,4.202280959,4.28465444
ILMN_1651209,5.049730118,5.173701316,5.169504317,5.202154043,5.288597844,5.077974898,4.633210049,4.850219534,4.652254786,4.35746717,4.387379398,4.382934174,4.345017332,4.384748337,4.522362775,4.521052717,5.146937683,4.306902029,4.762548695,4.401772343,5.033573309,4.309508057,4.488411139,4.502020933,4.362501367,4.490058827,4.378384808,4.670825926,4.240598413,4.310596544,4.725036408,4.394799953,4.472154472,4.376088903,4.88745069
ILMN_1651210,4.424468035,5.161688422,5.001448906,5.068352439,5.241905676,5.092462091,4.8887087,4.4828849,4.521696672,4.433113133,4.275124058,4.353860736,4.385696374,5.634102921,4.42983056,4.30466143,4.529836493,4.515225121,4.24108828,4.433420401,4.487767152,4.342438577,4.177657167,4.361191049,4.175033107,4.260964993,4.192450467,4.198770849,4.138685728,4.223095135,4.623545526,4.144124994,4.324571003,4.196960275,4.343763854
ILMN_1651221,4.601336959,5.031470769,5.208207652,5.314718995,5.244605692,5.11539609,5.319246016,4.48753195,4.428013081,4.43973688,4.353941098,4.224682188,4.303434343,4.495901246,4.347739262,4.37050608,4.598080694,4.464159526,4.485441779,4.337451146,4.433581329,4.383071377,4.293503571,4.265073249,4.528188576,4.644802421,4.481137545,4.271577841,4.246663354,4.256886436,4.30860997,4.343428262,4.218462985,4.465187879,4.503881786
ILMN_1651228,9.583562289,10.4130828,11.27959888,11.0995165,11.44696175,10.4746663,8.872269749,9.830632751,8.699406809,10.10218669,9.423399256,8.806632368,8.833877449,11.99588468,9.637532711,9.69379119,8.659472724,9.903088071,9.807754968,10.61578234,9.26396379,9.009403005,8.057715168,8.827438226,9.623345832,9.713337361,8.978051542,9.691913292,9.438198641,8.903605458,9.482774774,9.087900472,9.000497679,9.591902308,9.434586185
ILMN_1651229,5.75648702,6.279938681,6.330116567,6.357139954,6.691169215,5.824163661,5.395427833,5.846266333,5.884109913,5.611183057,5.702142898,6.128823987,5.895862396,8.007469084,5.730164252,5.772874975,6.101604869,6.205201756,6.502441487,6.655018858,6.872294962,5.705698779,5.537129967,5.09037632,5.174206181,5.574350449,5.704427427,5.40992417,5.405439928,5.18504555,5.764223467,5.444429473,5.403065709,5.361627241,5.873753099
ILMN_1651230,4.292274567,5.089547602,5.100550664,5.097867019,5.024243656,5.098335223,4.253513951,4.329286339,4.35943255,4.552508016,4.515836588,4.349175044,4.28405413,4.955105273,4.243273422,4.298178723,4.378536061,4.305467358,4.341913997,4.525726905,4.309648162,4.28171606,4.383542946,4.185563373,4.175743165,4.536802248,4.224778282,4.194180493,4.160581847,4.29954776,4.200853639,4.127207058,4.128975824,4.172657672,4.163145195
ILMN_1651232,4.533958567,5.075399241,5.094470348,5.212886481,5.146937592,5.078097811,5.069283278,4.682819597,4.592364351,5.159701645,4.486214015,4.532242395,4.397052967,4.722301961,4.432438808,4.345282729,4.283179216,4.381508278,4.350433926,4.419235722,4.415466681,4.271421775,4.315967417,4.293608366,4.251830908,4.143045234,4.231420488,4.21691578,4.269792873,4.40850861,4.401496652,4.260634486,4.270278863,4.275395728,4.289186825
ILMN_1651235,4.256305138,5.150482505,5.032265331,5.029042519,5.059299739,5.031470769,4.272894036,4.30180805,4.328073598,4.31684522,4.260452336,4.304301676,4.288701139,4.324666987,4.283214959,4.378756711,4.392681928,4.429844413,4.258907769,4.270271101,4.524758125,4.358331834,4.281794292,4.323105142,4.262746448,4.284342479,4.414155967,4.269767987,4.258845017,4.145097296,4.144984495,4.308218081,4.216811997,4.146315981,4.268424279
ILMN_1651236,4.29547429,5.081533349,5.02319236,4.988666799,5.068254627,5.111532938,4.270134397,4.301677713,4.374474108,4.44809351,4.317997527,4.253119668,4.279316311,4.273475334,4.230184931,4.183467615,4.30086011,4.354476669,4.286781691,4.291268486,4.331249296,4.246403694,4.254825519,4.219751719,4.202753921,4.16353346,4.403419546,4.139396847,4.20739251,4.196315525,4.232609833,4.190922651,4.178177186,4.460866579,4.217826144
ILMN_1651237,5.995294107,5.158779629,5.092911059,5.216627257,5.092016648,5.181715619,4.458776344,4.92250126,4.654731286,4.678153651,4.576797819,4.863028517,4.486249822,7.915913981,5.004884469,6.023582485,5.2953884,5.193495124,6.596246508,4.349534846,4.642201033,4.276655184,4.268415261,4.207726742,4.368340083,4.187039783,4.617391097,4.336840463,4.247758186,4.201442863,4.376678887,4.247326444,4.303716651,4.358880845,4.114735596
ILMN_1651238,4.360837052,4.977731891,4.993476555,5.041018998,5.108309661,5.029748332,4.196634797,4.227395563,4.23662328,4.251854017,4.249666636,4.287405741,4.3150978,4.442005625,4.295854627,4.329313212,4.26069675,4.272722411,4.243686162,4.357425058,4.274014787,4.155758179,4.232066803,4.242720737,4.485743859,4.195523289,4.190865375,4.375685786,4.182962033,4.250499079,4.312191381,4.251971614,4.321248837,4.173340764,4.224243368
ILMN_1651249,4.347163078,5.128449623,5.141647487,4.990702205,4.98842559,5.033050074,4.297120276,4.255741097,4.284975365,4.245520851,4.281005481,4.279072919,4.283222673,4.415498709,4.34429943,4.291942179,4.520473033,4.208156021,4.34050741,4.255707882,4.373153269,4.243009382,4.221066655,4.39710067,4.168656356,4.433207365,4.163413571,4.125441182,4.203488429,4.166864799,4.189692482,4.342448431,4.132895482,4.131284299,4.283079652
ILMN_1651253,4.188633301,5.035573801,5.07386812,5.014772246,5.115731215,5.053216058,4.339551722,4.325082839,4.372618284,4.280632899,4.297069388,4.274906412,4.301719402,4.292792829,4.279940294,4.450932552,4.347134062,4.250784265,4.326228124,4.261363732,4.31722209,4.373002446,4.490287086,4.25879389,4.144967003,4.176415442,4.269204021,4.185523562,4.326778407,4.15293628,4.343744569,4.204856371,4.220505585,4.203514416,4.256911703
ILMN_1651254,9.516864999,10.69762433,10.55238335,10.17177931,9.453957321,9.859488042,9.727465233,9.629944499,9.785726112,9.343050405,8.751725479,9.457423582,9.474326524,9.700183713,8.572295809,8.756096589,10.45742937,9.661252885,9.438662757,10.96151895,10.71787895,7.868084058,8.568134778,8.29786436,8.283543332,8.265199076,8.785286922,8.654928728,8.449501302,8.478281896,8.665474261,8.710550418,8.618210845,8.547404389,8.410243948
ILMN_1651262,9.638925124,8.409029967,8.627268039,9.362057276,8.384306292,8.701435998,9.19545206,8.918576742,8.246688545,9.416716079,8.602663958,8.352498929,8.864871093,5.295896806,8.809100714,9.51286873,8.881765348,10.11693414,10.27519294,9.913355823,8.853292323,8.255866485,7.694210461,8.60037149,8.023147554,7.713138262,8.069472508,8.175014527,8.113549246,8.113549246,8.448733199,8.103744379,7.846230754,8.029468234,7.889473474
ILMN_1651268,4.399701314,5.359983389,5.17799988,5.092059679,5.084320144,5.194603612,4.229221613,4.390204976,4.263570917,4.631856434,4.381146315,4.478104533,4.40193807,4.348622098,4.449834933,4.456391918,4.664069156,4.46785638,4.837102353,4.460056496,4.662987813,4.372264529,4.516909813,4.304583534,4.181999986,4.270038456,4.561284599,4.414525811,4.252478356,4.273017322,4.319414016,4.277904558,4.184117465,4.246657826,4.282541703
ILMN_1651278,6.124599817,5.942181711,5.999061504,6.050133598,5.149671207,6.192383251,5.422608983,5.900005604,6.502483295,5.954479087,6.112285646,5.407842055,6.484008346,7.630540789,6.063874052,6.602800882,7.120532243,6.28236456,7.154996324,6.841325056,6.614648766,4.289824654,5.454556683,4.898152889,5.864476322,5.203041923,5.340095275,5.660868342,5.348472483,4.682494706,5.01162394,5.587936167,5.889934297,5.723661497,5.194735861
ILMN_1651279,4.503076373,5.961710502,5.592875838,5.94969727,7.878739038,5.5170861,4.370387814,4.819066625,4.373428933,4.425421882,4.584549507,4.641361123,5.159291279,6.460226051,4.464378428,4.341484379,4.61488229,5.750850775,4.468654302,4.51811907,4.634311086,4.252292476,4.511086748,4.920748617,4.290425619,5.268706657,4.317257544,4.869199601,5.011789166,4.523038726,4.756460507,4.413868666,4.235497819,4.799285551,4.778885786
ILMN_1651281,4.341392445,4.981570319,5.021188818,4.917645796,5.180057279,5.057345059,4.473354133,4.363649445,4.410883301,4.296229284,4.321556768,4.226925046,4.250616952,4.403246997,4.354651014,4.241479499,4.51311106,4.387896693,4.493746109,4.314135485,4.256501417,4.202322674,4.410689183,4.377341271,4.337241423,4.175121543,4.20795248,4.299056611,4.171225192,4.630852024,4.429126295,4.25891884,4.316173648,4.160807011,4.237811372
ILMN_1651282,5.2975138,6.921864628,5.490683133,5.156789526,8.358504645,6.869017413,4.628782618,5.820370252,6.68113444,6.913900716,5.607848995,6.848506089,6.219334048,4.335060216,4.831614502,4.921958205,7.478982348,5.397055576,6.864300537,5.13068391,8.776991105,7.435487463,6.116417825,4.408572199,4.476221906,4.517260566,4.45597517,4.247390222,4.228495179,4.169883876,4.189379811,4.46483972,4.397287352,4.205724941,4.218159833
ILMN_1651285,4.36184665,5.195382443,5.160290062,5.172775488,5.159546806,5.145065666,4.314444746,4.31344975,4.611611847,4.34129425,4.299466925,4.470916406,4.536982445,4.425352037,4.420979827,4.427316358,4.419480159,4.458917952,4.58378855,4.429605945,4.499822241,4.202964414,4.245680991,4.193068832,4.182253748,4.296725392,4.485712843,4.299715723,4.215039786,4.192301022,4.251964959,4.290184595,4.209741597,4.437118364,4.384097486
ILMN_1651286,4.191183687,5.054247175,4.988931635,5.029941898,5.064527241,5.001543436,4.195704709,4.254350609,4.211907358,4.20197988,4.227579752,4.191595418,4.347692717,4.441448044,4.285810634,4.38796925,4.301151543,4.223599215,4.272828847,4.242537287,4.226056648,4.274255732,4.175167293,4.217797224,4.234616152,4.202865624,4.318230073,4.173474752,4.199562839,4.193362156,4.200307124,4.182821235,4.508720999,4.184060868,4.142436493
ILMN_1651288,4.513494417,5.3487587,5.233522044,5.341088523,5.875181142,5.096715562,4.363326265,5.284975342,4.578603117,4.471132307,4.423796376,4.559503323,4.748119847,4.953556262,4.479556836,4.543065312,4.569369149,4.953275631,4.477358487,4.496186877,4.478755192,4.380538872,4.485266446,4.861682784,4.210632536,4.334598404,4.177366816,4.356199234,4.555239672,5.198149292,4.554789011,4.380215319,4.287782049,4.437560187,4.380675784
ILMN_1651292,4.672316189,5.006383343,5.356431617,5.088256628,5.178583815,5.139666249,4.227567491,4.320417565,4.50168041,4.331334069,4.434258314,4.311714097,4.292342802,6.654247508,4.416946782,4.320761498,4.56911996,4.42362455,4.760578411,4.425312294,4.548268131,4.236016216,4.241498022,4.137450888,4.296578238,4.544332624,4.298424786,4.387523879,4.336729316,4.138326403,4.166407961,4.185136325,4.390584945,4.280592003,4.153177997
ILMN_1651296,5.176728133,6.520853155,5.674395192,5.571110016,5.086715224,6.511325013,4.466861791,4.848103705,5.259098308,5.029725273,4.886064327,4.846686281,5.468054356,4.415257975,5.23944028,5.045116434,6.349851456,4.383734194,5.804362181,6.362902395,6.701000573,4.32295431,5.067272183,4.498155079,4.767297011,5.034064198,4.505901986,4.638997122,4.424253876,4.458201114,4.850997027,4.595909299,4.297746682,5.197694863,4.302752996
ILMN_1651303,4.303217444,5.05730581,5.072921484,5.120470819,5.117381148,5.108031431,4.485059039,4.36975738,4.275676164,4.479544239,4.347361942,4.305486163,4.266808936,4.384797296,4.340549867,4.326068704,4.517190204,4.363162671,4.4619487,4.290847506,4.386978935,4.212589733,4.271969832,4.340576383,4.347274898,4.292535604,4.27519981,4.368953546,4.25007076,4.172712714,4.256021467,4.211808712,4.247173815,4.258319412,4.233334786
ILMN_1651309,4.263305358,4.95840949,5.026299505,5.008432471,5.068952412,4.998831446,4.214327206,4.289918538,4.306879874,4.222216476,4.293119244,4.46926692,4.24706589,4.346393885,4.251608573,4.222945684,4.33375079,4.458873936,4.284361166,4.254589684,4.213230893,4.162048594,4.274338849,4.218847657,4.207000703,4.234987395,4.130164377,4.18012084,4.203562797,4.163607578,4.183738624,4.283704907,4.219426215,4.178172224,4.171422475
ILMN_1651310,4.444936773,5.127083333,5.017822465,5.141688023,5.068503017,4.976044198,4.258375165,4.373305299,4.308196665,4.387015279,4.281271697,4.279303654,4.269574571,4.380945223,4.30205254,4.238130727,4.519787074,4.470512211,4.338789049,4.285756738,4.344058288,4.263760755,4.268753556,4.386568943,4.37574799,4.34800935,4.242102859,4.222327779,4.279378706,4.450608947,4.140348633,4.150417043,4.140510173,4.188694858,4.376741991
ILMN_1651315,8.063074416,7.802941154,8.122403236,8.782385449,7.891756995,8.703220769,8.663661616,8.836230759,8.142060467,7.773954828,8.283013354,8.138417369,7.660921813,9.471731601,7.428692571,7.381990117,8.263153562,8.413515033,7.61694776,8.918952554,8.414751942,6.215513153,6.431171183,6.717248624,6.343163383,7.180334397,6.754181497,6.748997333,5.898087722,6.923390888,7.051998938,6.919568561,6.642094471,6.898662478,6.873161951
ILMN_1651316,4.318709137,5.030937572,5.017009605,5.051313881,5.069957957,5.137187858,4.262752283,4.335721076,4.294895316,4.664270887,4.4732136,4.394610679,4.303996279,4.361597186,5.508147882,5.125731651,4.927230108,4.369462931,5.036430531,4.485823148,4.39750504,4.184496257,4.479832497,4.483631524,4.952011974,4.212188131,4.455630255,4.496168865,4.292696096,4.23294373,4.268065306,4.477407898,4.290731944,4.317999115,4.200243565
ILMN_1651325,4.497893574,5.063838456,5.024821754,4.997040644,4.975416853,5.07081913,4.405833417,4.583930414,4.315853379,4.289966959,4.250751242,4.205415148,4.395346285,4.26012151,4.232742226,4.401609702,4.390801474,4.574130606,4.415722156,4.297824822,4.325906772,4.262841594,4.399057099,4.38864829,4.261924524,4.477478698,4.185922493,4.222691895,4.255908378,4.196448297,4.25844547,4.18366007,4.269298121,4.160138132,4.166885641
ILMN_1651328,5.309693309,5.164900666,5.488083563,5.736057014,6.168420827,5.249489155,4.833764318,5.017768956,4.752302914,4.805230955,4.610977399,4.569648738,4.781179176,5.016832312,4.780952368,5.036729153,4.841310695,6.211290638,5.028104711,5.790945153,5.31451822,4.751377539,4.375232024,4.687615892,4.906779855,5.730058695,4.779095205,5.47171793,5.093263856,5.084941663,5.773523807,5.023805699,4.943719835,5.270349911,5.175350285
ILMN_1651329,4.429156195,5.286168864,5.219324587,5.186849513,5.082648329,5.101026316,4.794658109,4.531974726,4.442650406,4.296620681,4.258987189,4.416662096,4.821147215,4.294848915,4.371983069,4.373743426,4.689632733,4.648648235,4.38988461,4.428885666,4.395180744,4.265994936,4.454807982,4.336919977,4.248526563,4.341955839,4.245682719,4.191885429,4.332346363,4.177357484,4.180166517,4.212622856,4.280410843,4.250806716,4.490779648
ILMN_1651330,4.348245919,4.997178969,4.980958047,5.013224778,4.988461535,4.982041245,4.197785886,4.297128934,4.218615905,4.260298002,4.297509168,4.212822218,4.242290976,4.291183981,4.274422996,4.205415148,4.34494921,4.316685966,4.308339459,4.534083744,4.266733684,4.190352929,4.2064324,4.181378205,4.232312569,4.152514241,4.234337063,4.157223778,4.141996582,4.303112783,4.179332795,4.167861835,4.128154657,4.143371305,4.151589664
ILMN_1651336,5.090652606,5.216068176,5.331670439,5.65764461,5.016388752,5.332761594,4.360773029,5.230298476,4.831863657,5.166098792,5.2648922,4.584472113,5.008050409,4.343948212,4.768740715,5.116033245,5.163562918,4.678706294,5.371155179,5.633725224,4.884482867,4.320292604,4.430742721,4.330151591,4.737907139,4.366558773,4.408047604,4.605371367,4.331762436,4.292966088,4.355938694,4.469262549,4.5285823,4.865500685,4.522202521
ILMN_1651339,4.345862459,5.161349684,5.071668565,5.251938518,5.043673502,5.21478628,4.515702895,4.450917379,4.393355347,4.333165328,4.331135551,4.257472976,4.251480636,4.442916671,4.330451266,4.308758188,4.720691106,4.451799032,4.592232289,4.422343215,4.619268281,4.452203278,4.331281485,4.249765234,4.360458621,4.249252,4.226515981,4.199693777,4.275193227,4.145110243,4.154994034,4.276957267,4.23566959,4.211118123,4.360164552
ILMN_1651341,4.541366322,5.22512009,5.169790457,5.290385949,5.191542623,5.073483497,4.274203628,4.348749907,4.55531623,4.571780723,4.897945221,4.737923729,4.590868028,4.241263639,4.395555739,4.657483863,4.564557249,4.751374407,4.807221568,5.275098286,4.809686409,4.407443046,4.208122061,4.321926813,4.262476221,4.421206276,4.364223969,4.729955373,4.341750837,4.197061232,4.215154595,4.372845031,4.800668722,4.473177942,4.227860102
ILMN_1651343,4.744052153,5.386614157,5.331373555,5.1844343,5.49968018,5.431323714,6.014397597,4.697509452,4.512232147,4.653919166,4.706404367,4.887711337,4.544412601,4.437747129,4.650515155,4.506017974,4.632435409,5.091237612,4.989505864,4.675614235,5.052599301,4.225439044,4.252642299,4.188329733,4.341050536,4.360332647,4.840539746,4.385395172,4.663577666,4.210399052,4.485059694,4.198753105,4.55610584,4.434539498,4.228903047
ILMN_1651346,7.06124289,7.688051213,7.800194017,7.930047869,6.894741421,7.706194742,6.455771735,6.915402635,7.972916125,8.001495942,7.587220508,7.222398248,7.334283348,8.60799426,7.351347458,6.475536601,8.455705656,7.795928309,7.890297271,8.075975076,8.704762903,4.672586581,6.434561831,5.323346972,5.785360395,4.65707618,5.901964041,5.358909848,5.633130634,6.20234763,5.529466461,5.559395988,5.990279725,5.204437088,5.30880196
ILMN_1651347,7.331620253,7.766194082,8.13845809,8.841118895,7.772560376,8.44789981,8.682129105,8.161782511,7.418825218,8.698874493,7.288896097,7.29976673,8.066289652,8.090933396,7.15821411,7.420674834,9.565033841,8.924322125,8.759866376,9.441314102,8.605358407,6.796061384,7.455343062,7.80611738,7.543567642,6.983864917,7.065668923,7.426066085,6.824826251,6.990375559,7.040411156,7.335994573,7.581543306,7.764033334,7.282804271
ILMN_1651351,4.264721621,4.992567154,4.986661496,5.070685914,5.073886627,5.146822421,4.26620643,4.287965518,4.197412305,4.360853462,4.338928009,4.232658281,4.274894303,4.875477445,4.226415486,4.300952026,4.263541869,4.274673398,4.276328213,4.450330732,4.736949961,4.253005952,4.346037364,4.282883274,4.155940285,4.195682993,4.254058228,4.245478458,4.245144064,4.267923756,4.336057255,4.240414423,4.186872456,4.188403965,4.182009102
ILMN_1651354,4.401902864,5.097343731,5.058504861,5.067759161,5.028386987,5.057424949,4.375022963,4.328803565,4.732748874,4.63872284,4.354167115,4.389374312,4.350592838,4.261635883,4.843816984,4.550278966,4.552403375,6.430120083,4.293063016,4.787071938,4.438579691,5.317171901,4.923194067,4.51169796,4.384488655,4.414205275,4.235592109,4.247512578,4.272739212,4.114019666,4.270360698,4.216927964,4.160006476,4.219871266,4.232609833
ILMN_1651358,6.082751546,12.74397734,12.47755094,12.30017048,14.00806618,11.04558807,11.62605982,11.68657833,8.728583171,6.170312484,9.684725263,9.038995539,10.92927651,6.060722946,6.0406378,5.001991296,7.521336655,7.902257844,5.908848057,10.19254686,10.20848128,5.288599251,5.284699198,5.501521974,7.821375089,11.25921457,9.320516858,9.698941368,11.42986232,9.978155408,10.57108107,10.47373481,9.473951873,10.73755879,11.20597563
ILMN_1651364,4.378271028,5.161001739,5.222455784,5.126938608,5.076472262,5.217157974,4.536799851,4.270687115,4.299581889,5.209376093,4.442639374,4.283628775,4.538481389,4.802909154,4.497088174,4.500721612,4.882680903,5.780413154,5.057500883,5.279304165,4.876422087,4.257536216,4.614037841,4.418959216,4.332407623,4.263312186,4.507698302,4.576120314,4.457755156,4.258640586,4.219195838,4.310114887,4.304631514,4.271826599,4.2722418
ILMN_1651369,4.297773117,5.167200852,4.974773196,5.015536684,5.006299656,5.122833951,4.224895505,4.413925311,4.307636152,4.31465015,4.277992888,4.219656216,4.28619199,4.3623332,4.389819951,4.485782252,4.492159637,5.278018321,4.418716535,4.43197241,4.359063382,4.950333666,4.331913956,4.504059703,4.231954909,4.132744914,4.28237374,4.135262186,4.180096094,4.142949098,4.239679457,4.112579083,4.179055782,4.21485336,4.186020989
ILMN_1651370,4.31785279,5.031829879,5.007428646,4.988712775,5.312727601,5.089488028,4.646459609,4.400556156,4.415407957,4.249542257,4.261656556,4.277539268,4.290823077,4.288658689,4.273728554,4.264880916,4.470700217,4.555318718,4.254086764,4.286526635,4.218080304,4.383625875,4.342620458,4.406679778,4.187062013,4.198223134,4.192673837,4.183897526,4.355575222,4.184045538,4.182489249,4.265735883,4.185750357,4.272039025,4.324902579
ILMN_1651373,4.303351789,5.697721703,5.542857843,5.371995521,6.884051763,5.594666177,4.261963559,8.926721973,4.370479225,4.253478944,4.483387742,4.346538821,4.294668456,4.243338495,4.262148942,4.338741957,4.283706169,4.382459805,4.484519647,5.283815471,4.321786347,4.274210092,4.245844024,4.404775829,4.313176777,5.351294957,4.225475833,4.132179407,4.282968801,4.350085749,4.270707629,4.400372831,4.274324694,4.406330517,4.216509576
ILMN_1651378,6.917742516,8.147856426,8.263743411,8.58024872,8.03965949,7.778388153,6.812262324,7.321002873,7.527311826,7.657468354,7.477211712,7.844743182,7.546451122,6.541419084,7.87828761,7.196922,8.060446574,8.139606021,7.945372327,8.568240969,8.081516522,6.870871069,6.748701324,5.863737586,6.099843621,6.087370078,5.905554933,6.023661433,5.812313059,5.459671554,6.722806011,6.072954205,6.053131574,5.97096377,5.671897363
ILMN_1651380,4.448037509,5.104257875,5.128954009,5.185332163,5.246318547,5.256168163,4.609124056,4.428433724,4.583432488,4.393066227,4.449786135,4.235353855,4.36641948,4.387185474,4.294792952,4.549785914,4.468861187,4.317941422,4.423978659,4.425078681,4.428786232,4.758401578,4.339657746,4.272077676,4.334067315,4.518285228,4.554652929,4.276644754,4.279917897,4.272381963,4.174668325,4.247112551,4.224321442,4.226861822,4.405337549
ILMN_1651385,7.97765499,9.398462296,8.356667447,7.538918589,9.666207787,9.676012942,7.725131074,8.532206095,7.941114288,7.333920638,7.30517253,7.44833833,7.227847259,4.248574898,7.010654132,6.337833221,9.206684162,8.760315012,8.056645778,7.444758039,9.303252523,6.762957318,7.620872603,6.563976743,6.131278375,7.278105989,6.40359795,6.836475698,6.735469961,5.93205255,6.476957472,6.767782716,7.140582242,6.689192627,6.869593031
ILMN_1651388,4.704945411,5.043668967,5.120842389,4.970300622,5.138632325,5.122667321,5.052161838,4.387599489,4.349291479,4.46944253,4.340439158,4.735505169,4.351433907,4.316993904,4.291126701,4.374553644,4.331266122,4.19522324,4.486232783,4.25860708,4.428841475,4.683398552,4.35226676,4.340365023,4.280799411,4.193064406,4.198502561,4.221252551,4.157534635,4.228876497,4.246070983,4.127997357,4.316345826,4.178217816,4.21444262
ILMN_1651395,4.411047414,4.996748359,5.122196451,5.000565556,5.21677443,5.059317023,4.529841489,4.394375182,4.531789177,4.271106325,4.405324034,4.265994602,4.502759802,6.464678718,4.27765725,4.378597115,4.566039511,4.336311397,4.479711172,4.456834516,4.454362722,4.744225557,4.337621598,4.470068697,4.377492174,4.349782339,4.255485573,4.352607961,4.649200986,4.267365629,4.589476693,4.202920383,4.226006568,4.301438454,4.510592047
ILMN_1651396,4.297203783,5.228622482,5.066194833,4.986429935,5.142058848,5.056740617,4.493432457,4.460259775,4.368009429,4.384760775,4.557213944,4.318544718,4.428558904,4.357171573,4.484524072,4.381548872,4.301303653,4.49262973,4.58787686,4.234026515,4.45327981,4.98973638,4.396819182,5.031718375,4.269227165,4.147068667,4.152482906,4.273352377,4.238627866,4.282563023,4.362942229,4.25152986,4.153061003,4.116317096,4.432040393
ILMN_1651403,6.761564103,5.125430297,5.611837698,5.323925721,5.124422582,5.259522616,5.834332136,6.021421433,5.333590679,5.778698208,5.031526921,4.564448956,4.669789344,4.294144029,5.023479741,6.590009342,4.779009595,5.833261468,5.145645553,6.467368596,5.095236513,5.398269583,4.567680115,6.190667489,4.968957777,4.231379849,5.070201812,5.375257742,4.68832975,5.049396183,5.180083431,4.972109453,4.86636444,5.513443264,5.342148073
ILMN_1651404,4.642031906,5.29521464,5.07029032,5.102568007,5.218834924,5.246830283,4.442048156,4.760661319,4.453178982,4.430149553,4.346785981,4.316495375,4.366508316,4.491379413,4.372331382,4.286165114,4.369180294,4.573341893,4.677448723,4.683394419,4.58862425,4.307625466,4.266303839,4.198356994,4.258379342,4.353730197,4.170251152,4.159629821,4.155168835,4.220246811,4.297973266,4.244946524,4.230967415,4.603486016,4.261376398
ILMN_1651405,8.523338922,8.117491014,8.526963311,8.819901,8.006340132,7.936182737,8.320618233,8.43777694,8.461885074,8.670829152,8.118001002,8.142889494,7.759091993,10.39490595,7.850684349,8.651072379,8.591426143,8.613925035,8.422773069,9.357531923,8.393698838,7.714126505,7.429495522,7.601988275,7.300548478,7.110688089,7.382441265,7.599672808,7.397863371,6.994717615,7.280440423,7.202636214,7.186060539,7.300104314,7.329144946
ILMN_1651408,4.546981916,5.084472076,5.147113392,5.01538557,5.186867735,5.126855577,4.461500888,4.321972638,4.290566178,4.355569625,4.521349597,4.519520584,4.272464266,4.350572804,4.231943318,4.364851703,4.37630255,4.548034214,4.300310435,4.505777839,4.37908445,4.300232112,4.225590296,4.250492508,4.299981855,4.347414755,4.397802358,4.152875378,4.214936463,4.236562874,4.42259183,4.303160187,4.257871622,4.257508155,4.296725392
ILMN_1651415,4.923110212,5.273285224,5.126298298,5.154917393,5.229369492,5.409615852,5.948607576,4.682592904,4.370823969,4.601802853,4.414430449,4.343393552,4.599678206,5.879749619,4.464476248,4.751691069,4.718104795,4.256368615,4.780729494,4.931680638,4.946453961,6.651039708,4.739766228,4.453780959,4.304191286,4.692209351,4.713501164,4.409058362,4.686201886,4.33341824,4.443216462,4.312182243,4.549197889,4.344467215,4.289226268
ILMN_1651428,4.420675937,5.08799059,5.108998786,5.027319382,5.04989513,5.024805432,4.31642186,4.306586116,4.400585879,4.285184716,4.449482653,4.373676884,4.351013873,4.381107068,4.295989299,4.575562423,4.442629643,4.517751655,4.665614158,4.424446385,4.246259192,4.447485463,4.367032502,4.170995794,4.253715522,4.148357368,4.237366649,4.210028373,4.175658523,4.265570624,4.370510261,4.162225199,4.494503668,4.54011693,4.186495934
