probe_id,gene_symbol,entrez_gene_id
ILMN_1693932,LOC285733,285733
ILMN_1693939,OIT3,170392
ILMN_1693941,IGSF9,57549
ILMN_1693949,LOC650116,650116
ILMN_1693951,C14orf180,400258
ILMN_1693961,CATSPER3,347732
ILMN_1693966,LOC643242,643242
ILMN_1693976,KRTAP9-3,83900
ILMN_1693981,SH3TC2,79628
ILMN_1693983,MUC5B,727897
ILMN_1693985,JPH1,56704
ILMN_1693986,WHAMML1,339005
ILMN_1693987,MLXIP,22877
ILMN_1693991,UBE2J2,118424
ILMN_1693995,LOC642101,642101
ILMN_1693996,ZNF578,147660
ILMN_1694007,ADRB3,155
ILMN_1694011,WNT2,7472
ILMN_1694012,NME2,4831
ILMN_1694027,SESN3,143686
ILMN_1694034,LGALS4,3960
ILMN_1694041,PDCL,5082
ILMN_1694043,LOC127602,127602
ILMN_1694051,OR7G2,390882
ILMN_1694057,EIF3K,27335
ILMN_1694058,IFITM4P,340198
ILMN_1694061,TRAF3IP2,10758
ILMN_1694068,EFCAB2,84288
ILMN_1694069,LOC643912,643912
ILMN_1694070,FAM114A1,92689
ILMN_1694075,GADD45A,1647
ILMN_1694077,TAAR6,319100
ILMN_1694078,LRRTM1,347730
ILMN_1694080,ZNF804B,219578
ILMN_1694082,LOC643598,643598
ILMN_1694084,PSCD1,9267
ILMN_1694100,PRIM2,5558
ILMN_1694106,GPD1L,23171
ILMN_1694111,PNKP,11284
ILMN_1694126,KIF24,347240
ILMN_1694127,LOC650761,650761
ILMN_1694131,C4orf45,152940
ILMN_1694133,ADD2,119
ILMN_1694136,LOC649144,649144
ILMN_1694140,AFAP1L1,134265
ILMN_1694146,LOC649524,649524
ILMN_1694147,PUS3,83480
ILMN_1694166,HIST1H2AA,221613
ILMN_1694168,FLJ39080,441355
ILMN_1694174,TRIM68,55128
ILMN_1694177,PCNA,5111
ILMN_1694182,C21orf84,114038
ILMN_1694194,SCAF1,58506
ILMN_1694203,ZNF141,7700
ILMN_1694208,TRIM10,10107
ILMN_1694213,PLEKHO1,51177
ILMN_1694219,ARIH1,25820
ILMN_1694220,LOC339782,339782
ILMN_1694223,DGCR8,54487
ILMN_1694233,ACYP1,97
ILMN_1694240,MAP2K1,5604
ILMN_1694243,LILRA6,79168
ILMN_1694246,LOC644408,644408
ILMN_1694249,CD34,947
ILMN_1694259,NSA2,10412
ILMN_1694268,HES6,55502
ILMN_1694269,FLJ10996,54520
ILMN_1694273,HRH3,11255
ILMN_1694274,NDUFC2,4718
ILMN_1694277,DUX4,22947
ILMN_1694280,LOC653261,653261
ILMN_1694305,SMS,6611
ILMN_1694311,NUDT6,11162
ILMN_1694313,LOC649139,649139
ILMN_1694323,GLE1,2733
ILMN_1694325,NFIX,4784
ILMN_1694327,LOC285176,285176
ILMN_1694331,LOC390387,390387
ILMN_1694339,TMEM89,440955
ILMN_1694344,NDOR1,27158
ILMN_1694346,CRHR2,1395
ILMN_1694357,KIAA1109,84162
ILMN_1694359,FLJ44817,400224
ILMN_1694363,LOC645679,645679
ILMN_1694367,SNORD35B,84546
ILMN_1694371,LOC650562,650562
ILMN_1694382,LOC642608,642608
ILMN_1694385,YWHAB,7529
ILMN_1694389,MYLC2PL,93408
ILMN_1694395,LOC652472,652472
ILMN_1694398,EIF3F,8665
ILMN_1694399,ICA1,3382
ILMN_1694400,MSR1,4481
ILMN_1694404,RASA4,10156
ILMN_1694413,LOC646746,646746
ILMN_1694414,NANOS2,339345
ILMN_1694419,KRTAP8-1,337879
ILMN_1694426,ROR2,4920
ILMN_1694431,LOC283970,283970
ILMN_1694432,CRIP2,1397
ILMN_1694458,FLJ41200,401492
ILMN_1694462,LOC647651,647651
ILMN_1694466,ZBED1,9189
ILMN_1694470,C3orf72,401089
ILMN_1694472,GCK,2645
ILMN_1694475,GTPBP2,54676
ILMN_1694476,HMBS,3145
ILMN_1694477,NKX1-1,54729
ILMN_1694479,WDR18,57418
ILMN_1694482,CELSR1,9620
ILMN_1694483,GPR50,9248
ILMN_1694485,TAS2R19,259294
ILMN_1694486,TCIRG1,10312
ILMN_1694487,LOC645427,645427
ILMN_1694491,CCNG1,900
ILMN_1694502,PRIM1,5557
ILMN_1694504,RNF220,55182
ILMN_1694514,ZDHHC11,79844
ILMN_1694517,LOC646296,646296
ILMN_1694530,DDA1,79016
ILMN_1694533,RMND1,55005
ILMN_1694535,PDZK1,5174
ILMN_1694539,MAP3K6,9064
ILMN_1694547,IFFO1,25900
ILMN_1694548,ANXA3,306
ILMN_1694569,LOC645100,645100
ILMN_1694571,WBSCR19,285955
ILMN_1694582,LIG3,3980
ILMN_1694584,CLTCL1,8218
ILMN_1694587,EEF1B2,1933
ILMN_1694588,C4BPB,725
ILMN_1694589,PAQR8,85315
ILMN_1694593,FAHD1,81889
ILMN_1694596,FAR2,55711
ILMN_1694603,SMARCC1,6599
ILMN_1694608,C1QTNF1,114897
ILMN_1694630,LOC645113,645113
ILMN_1694634,MOGAT3,346606
ILMN_1694653,CNDP1,84735
ILMN_1694662,KIAA0565,9720
ILMN_1694666,BCL2L15,440603
ILMN_1694671,ZFAND2A,90637
ILMN_1694686,KIAA0194,22993
ILMN_1694699,HIST1H2AK,8330
ILMN_1694707,LOC439951,439951
ILMN_1694708,LOC650737,650737
ILMN_1694709,LOC649770,649770
ILMN_1694711,MAD2L1BP,9587
ILMN_1694730,RNPEPL1,57140
ILMN_1694731,CLCN7,1186
ILMN_1694734,RUNX1T1,862
ILMN_1694736,EBF2,64641
ILMN_1694738,LOC643227,643227
ILMN_1694742,RPS29,6235
ILMN_1694752,LOC727726,727726
ILMN_1694755,FSD1,79187
ILMN_1694757,CTSL1,1514
ILMN_1694759,C19orf42,79086
ILMN_1694767,LOC652688,652688
ILMN_1694772,EXD1,161829
ILMN_1694774,OR52J3,119679
ILMN_1694776,SCP2,6342
ILMN_1694778,LOC646723,646723
ILMN_1694780,GCHFR,2644
ILMN_1694798,C5orf28,64417
ILMN_1694799,PIAS2,9063
ILMN_1694801,SLC39A4,55630
ILMN_1694810,PANX2,56666
ILMN_1694817,TRH,7200
ILMN_1694818,LOC402096,402096
ILMN_1694823,PYDC1,260434
ILMN_1694839,DSPP,1834
ILMN_1694840,MATN2,4147
ILMN_1694847,TERF1,7013
ILMN_1694864,LOC651859,651859
ILMN_1694875,APPBP2,10513
ILMN_1694877,CASP6,839
ILMN_1694878,LOC644979,644979
ILMN_1694882,AMY2B,280
ILMN_1694886,PWWP2,170394
ILMN_1694887,LOC440345,440345
ILMN_1694888,TAF2,6873
ILMN_1694890,UCHL5IP,55559
ILMN_1694898,LOC653857,653857
ILMN_1694913,LMO3,55885
ILMN_1694917,SERPINB11,89778
ILMN_1694923,PTPN9,5780
ILMN_1694928,TBPL2,387332
ILMN_1694932,LOC652575,652575
ILMN_1694943,CAST,831
ILMN_1694950,MRPL28,10573
ILMN_1694951,LOC644303,644303
ILMN_1694952,SSX4,6759
ILMN_1694956,SCN5A,6331
ILMN_1694966,ASGR2,433
ILMN_1694973,DEFB127,140850
ILMN_1694979,TTC29,83894
ILMN_1694980,NAGLU,4669
ILMN_1694983,DDX20,11218
ILMN_1694985,AKR1E2,83592
ILMN_1694988,DKFZP434B061,26080
ILMN_1694995,LOC645789,645789
ILMN_1695000,TFIP11,24144
ILMN_1695002,PKIB,5570
ILMN_1695003,PCSK2,5126
ILMN_1695005,C1orf62,254268
ILMN_1695006,LOC652816,652816
ILMN_1695011,LOC651787,651787
ILMN_1695016,QRICH2,84074
ILMN_1695020,NEK3,4752
ILMN_1695025,CD2,914
ILMN_1695026,LOC642775,642775
ILMN_1695034,LOC642817,642817
ILMN_1695035,LOC652743,652743
ILMN_1695036,TPPP3,51673
ILMN_1695041,GATA6,2627
ILMN_1695048,LOC643809,643809
ILMN_1695058,SLC38A5,92745
ILMN_1695061,KIAA1409,57578
ILMN_1695079,ZNF101,94039
ILMN_1695080,LOC388906,388906
ILMN_1695087,KIAA1715,80856
ILMN_1695092,WRB,7485
ILMN_1695093,SLC7A8,23428
ILMN_1695097,LOC728990,728990
ILMN_1695107,IL20RA,53832
ILMN_1695108,RSPO2,340419
ILMN_1695110,BCAT2,587
ILMN_1695119,TAF1C,9013
ILMN_1695125,LOC648454,648454
ILMN_1695128,ZFYVE9,9372
ILMN_1695135,GCM1,8521
ILMN_1695157,CA4,762
ILMN_1695181,SCRIB,23513
ILMN_1695187,GYPE,2996
ILMN_1695193,ANGPTL3,27329
ILMN_1695226,DIAPH3,81624
ILMN_1695233,SHOX,6473
ILMN_1695242,LOC152118,152118
ILMN_1695246,KLHDC8B,200942
ILMN_1695251,LOC642761,642761
ILMN_1695254,FLJ46109,653399
ILMN_1695261,LOC285176,285176
ILMN_1695263,SH2D5,400745
ILMN_1695271,RPP25,54913
ILMN_1695276,MAPRE2,10982
ILMN_1695280,SMG6,23293
ILMN_1695282,RAPGEF1,2889
ILMN_1695285,CAPN14,440854
ILMN_1695288,LOC730456,730456
ILMN_1695290,FERMT2,10979
ILMN_1695299,PDLIM3,27295
ILMN_1695301,C7orf69,80099
ILMN_1695311,HLA-DMA,3108
ILMN_1695316,SLC39A8,64116
ILMN_1695317,RCBTB1,55213
ILMN_1695334,PYGO2,90780
ILMN_1695341,KCNK10,54207
ILMN_1695343,LOC402217,402217
ILMN_1695353,ASCL3,56676
ILMN_1695354,BMF,90427
ILMN_1695355,FOXP2,93986
ILMN_1695356,RNF166,115992
ILMN_1695357,CCDC99,54908
ILMN_1695362,ZNF32,7580
ILMN_1695366,OR8U9,504190
ILMN_1695369,LOC389072,389072
ILMN_1695370,LOC645968,645968
ILMN_1695376,LOC649738,649738
ILMN_1695378,SREBF1,6720
ILMN_1695382,TSC22D3,1831
ILMN_1695386,RAD51C,5889
ILMN_1695395,LOC283824,283824
ILMN_1695397,LOC644151,644151
ILMN_1695404,LY6E,4061
ILMN_1695413,ZNF429,353088
ILMN_1695414,ASF1B,55723
ILMN_1695418,IQGAP3,128239
ILMN_1695420,CLTA,1211
ILMN_1695421,LOC647279,647279
ILMN_1695422,NCL,4691
ILMN_1695423,CD9,928
ILMN_1695430,DDB1,1642
ILMN_1695432,TPST2,8459
ILMN_1695435,LOC653610,653610
ILMN_1695442,LOC649680,649680
ILMN_1695443,YSK4,80122
ILMN_1695446,AMBP,259
ILMN_1695461,PTPRA,5786
ILMN_1695468,SRPK2,6733
ILMN_1695472,MRPL10,124995
ILMN_1695475,SEMA3C,10512
ILMN_1695485,C9orf109,286333
ILMN_1695490,PLD4,122618
ILMN_1695491,WDYHV1,55093
ILMN_1695506,DKK2,27123
ILMN_1695509,PTPN12,5782
ILMN_1695530,MS4A3,932
ILMN_1695533,OR10AG1,282770
ILMN_1695537,LOC644548,644548
ILMN_1695549,PVRL1,5818
ILMN_1695562,FLJ11292,55338
ILMN_1695576,MRPL24,79590
ILMN_1695579,CIT,11113
ILMN_1695583,LOC644094,644094
ILMN_1695585,RPS26L,400156
ILMN_1695588,HNRPC,3183
ILMN_1695590,ADRB2,154
ILMN_1695598,LOC441775,441775
ILMN_1695601,LOC161527,161527
ILMN_1695604,DCBLD1,285761
ILMN_1695606,EFNB3,1949
ILMN_1695618,FLJ45300,399957
ILMN_1695621,KRT3,3850
ILMN_1695631,CHP2,63928
ILMN_1695633,MAX,4149
ILMN_1695640,PTPN22,26191
ILMN_1695645,CETN2,1069
ILMN_1695658,KIF20A,10112
ILMN_1695663,LOC652368,652368
ILMN_1695679,KIAA1239,57495
ILMN_1695687,SALL4,57167
ILMN_1695691,LOC646047,646047
ILMN_1695694,LOC641726,641726
ILMN_1695697,LOC650862,650862
ILMN_1695706,H3F3B,3021
ILMN_1695711,FAM105A,54491
ILMN_1695717,RBM41,55285
ILMN_1695719,EIF2C2,27161
ILMN_1695731,TUBG1,7283
ILMN_1695740,C1QTNF8,390664
ILMN_1695744,LILRB2,10288
ILMN_1695745,DISP1,84976
ILMN_1695746,LOC648274,648274
ILMN_1695754,C3orf35,339883
ILMN_1695759,AMDHD2,51005
ILMN_1695763,PDIA5,10954
ILMN_1695773,STK24,8428
ILMN_1695775,LOC650977,650977
ILMN_1695790,UBE2MP1,606551
ILMN_1695792,CUL4A,8451
ILMN_1695797,NCOA6,23054
ILMN_1695799,LOC339674,339674
ILMN_1695807,DYRK3,8444
ILMN_1695812,KRT72,140807
ILMN_1695814,LOC442329,442329
ILMN_1695821,ACTR1B,10120
ILMN_1695827,PPP1CA,5499
ILMN_1695829,TTYH2,94015
ILMN_1695844,LOC650909,650909
ILMN_1695847,ZKSCAN5,23660
ILMN_1695851,PARVG,64098
ILMN_1695852,C5orf38,153571
ILMN_1695853,CLK4,57396
ILMN_1695856,FAM44A,259282
ILMN_1695858,LOC641987,641987
ILMN_1695864,LOC652669,652669
ILMN_1695865,LOC440258,440258
ILMN_1695868,PRICKLE4,29964
ILMN_1695871,DISC1,27185
ILMN_1695872,LOC641992,641992
ILMN_1695878,TIGD3,220359
ILMN_1695880,LOX,4015
ILMN_1695891,LOC652775,652775
ILMN_1695893,NXPH4,11247
ILMN_1695899,LOC648659,648659
ILMN_1695900,TNFSF11,8600
ILMN_1695902,ZFP1,162239
ILMN_1695917,C5orf15,56951
ILMN_1695924,KLK11,11012
ILMN_1695940,OR8J1,219477
ILMN_1695941,NECAB1,64168
ILMN_1695945,MEIS2,4212
ILMN_1695946,TRNP1,388610
ILMN_1695947,SCN4B,6330
ILMN_1695949,SIGLEC12,89858
ILMN_1695959,C21orf63,59271
ILMN_1695960,LOC642278,642278
ILMN_1695961,CLK3,1198
ILMN_1695962,SLC12A9,56996
ILMN_1695965,LOC653971,653971
ILMN_1695968,ABCG1,9619
ILMN_1695969,PRSS7,5651
ILMN_1695972,CCDC89,220388
ILMN_1695978,LINGO2,158038
ILMN_1695983,DDX42,11325
ILMN_1695991,COLQ,8292
ILMN_1695992,PAGE5,90737
ILMN_1695998,YKT6,10652
ILMN_1696003,GNAI3,2773
ILMN_1696004,LRRK1,79705
ILMN_1696015,LOC654092,654092
ILMN_1696021,KPNA6,23633
ILMN_1696027,LOC642333,642333
ILMN_1696028,ETNK1,55500
ILMN_1696029,FLJ36031,168455
ILMN_1696031,C15orf21,283651
ILMN_1696035,C12orf8,10961
ILMN_1696038,LOC150051,150051
ILMN_1696041,CDC42,998
ILMN_1696046,SIVA,10572
ILMN_1696048,C13orf33,84935
ILMN_1696051,SNX11,29916
ILMN_1696054,SMYD1,150572
ILMN_1696055,HES3,390992
ILMN_1696056,SLC8A3,6547
ILMN_1696060,GRM7,2917
ILMN_1696065,SDF4,51150
ILMN_1696066,CARS,833
ILMN_1696068,LOC647131,647131
ILMN_1696079,DNAJC6,9829
ILMN_1696085,LOC645527,645527
ILMN_1696087,PHB2,11331
ILMN_1696099,ALDH4A1,8659
ILMN_1696110,TUBGCP3,10426
ILMN_1696118,GTPBP10,85865
ILMN_1696119,SRI,6717
ILMN_1696120,EIF4E,1977
ILMN_1696126,STX18,53407
ILMN_1696127,KIAA0240,23506
ILMN_1696131,ANKS1B,56899
ILMN_1696132,ATP1A4,480
ILMN_1696133,SELI,85465
ILMN_1696151,MON1A,84315
ILMN_1696160,TRQ1,7228
ILMN_1696162,MME,4311
ILMN_1696163,ZNF254,9534
ILMN_1696167,SYT6,148281
ILMN_1696183,HBQ1,3049
ILMN_1696186,LOC644889,644889
ILMN_1696187,PYGL,5836
ILMN_1696189,KCNAB1,7881
ILMN_1696190,STRN4,29888
ILMN_1696193,FLJ36144,283685
ILMN_1696214,NHEJ1,79840
ILMN_1696218,LOC651051,651051
ILMN_1696223,ATP7B,540
ILMN_1696228,LOC647881,647881
ILMN_1696230,RAB43,339122
ILMN_1696243,FLJ23152,401236
ILMN_1696246,LOC645291,645291
ILMN_1696249,LOC647568,647568
ILMN_1696254,CYB5D2,124936
ILMN_1696263,LOC643032,643032
ILMN_1696265,MAP3K2,10746
ILMN_1696266,XRCC3,7517
ILMN_1696270,PLAG1,5324
ILMN_1696276,ZNF653,115950
ILMN_1696279,SIM1,6492
ILMN_1696284,CLDN18,51208
ILMN_1696289,HSP90AB6P,541611
ILMN_1696294,SNX6,58533
ILMN_1696295,LY6G6D,58530
ILMN_1696302,FABP5,2171
ILMN_1696306,LOC645967,645967
ILMN_1696311,IMPAD1,54928
ILMN_1696316,CPT1A,1374
ILMN_1696317,CACNA2D4,93589
ILMN_1696318,DKFZp451M2119,285023
ILMN_1696320,LOC652673,652673
ILMN_1696330,GUF1,60558
ILMN_1696333,NXPH4,11247
ILMN_1696339,ZIC2,7546
ILMN_1696347,CTSC,1075
ILMN_1696355,OR5M3,219482
ILMN_1696360,CTSB,1508
ILMN_1696375,TTC31,64427
ILMN_1696380,GHRL,51738
ILMN_1696383,POP4,10775
ILMN_1696391,LEPR,3953
ILMN_1696392,SPDYA,245711
ILMN_1696394,IL6R,3570
ILMN_1696397,LOC652833,652833
ILMN_1696403,LOC645287,645287
ILMN_1696407,SFRS2,6427
ILMN_1696415,LOC652076,652076
ILMN_1696419,STOM,2040
ILMN_1696420,BRD7,29117
ILMN_1696424,ZDHHC11,79844
ILMN_1696432,IDH1,3417
ILMN_1696434,LAMA1,284217
ILMN_1696444,LOC649965,649965
ILMN_1696450,KLK1,3816
ILMN_1696463,SPI1,6688
ILMN_1696466,ROPN1L,83853
ILMN_1696468,LOC644544,644544
ILMN_1696469,LOC648509,648509
ILMN_1696480,LOC730426,730426
ILMN_1696485,HNRNPAB,3182
ILMN_1696486,LOC650014,650014
ILMN_1696488,FGF23,8074
ILMN_1696494,CMTM6,54918
ILMN_1696497,KIAA1641,57730
ILMN_1696503,JRKL,8690
ILMN_1696510,GPR89C,728932
ILMN_1696512,AHSP,51327
ILMN_1696513,PCDHGA3,56112
ILMN_1696521,EGFR,1956
ILMN_1696526,LOC646448,646448
ILMN_1696528,TAS2R13,50838
ILMN_1696532,RBBP5,5929
ILMN_1696537,DDIT4L,115265
ILMN_1696546,FZD1,8321
ILMN_1696554,FLJ43276,388165
ILMN_1696556,KIAA0133,9816
ILMN_1696558,GPR125,166647
ILMN_1696567,LY6G6E,79136
ILMN_1696568,ATP2C1,27032
ILMN_1696582,BTBD11,121551
ILMN_1696583,ZNF169,169841
ILMN_1696584,ORM1,5004
ILMN_1696585,FERMT1,55612
ILMN_1696587,LRP1B,53353
ILMN_1696590,CHST4,10164
ILMN_1696591,RB1,5925
ILMN_1696597,C3orf37,56941
ILMN_1696600,LOC441178,441178
ILMN_1696601,VARS,7407
ILMN_1696615,CA8,767
ILMN_1696622,SLC38A6,145389
ILMN_1696643,TLN1,7094
ILMN_1696654,IFIT5,24138
ILMN_1696657,LRRN2,10446
ILMN_1696659,THSD1,55901
ILMN_1696661,LOC648132,648132
ILMN_1696666,DBF4B,80174
ILMN_1696670,LOC92497,92497
ILMN_1696675,CES2,8824
ILMN_1696682,ABLIM1,3983
ILMN_1696683,THRB,7068
ILMN_1696684,FAM90A1,55138
ILMN_1696692,BAZ1B,9031
ILMN_1696698,ZNF280C,55609
ILMN_1696699,FAM184A,79632
ILMN_1696701,LOC344595,344595
ILMN_1696702,NEO1,4756
ILMN_1696704,TLE4,7091
ILMN_1696705,LOC647134,647134
ILMN_1696708,C14orf166,51637
ILMN_1696709,TADA2A,6871
ILMN_1696711,C6orf148,80759
ILMN_1696713,POLA2,23649
ILMN_1696720,LOC649757,649757
ILMN_1696723,LOC650062,650062
ILMN_1696731,LOC652683,652683
ILMN_1696738,KRTAP9-4,85280
ILMN_1696748,LOC646667,646667
ILMN_1696749,LMNA,4000
ILMN_1696751,LOC649151,649151
ILMN_1696757,TTC14,151613
ILMN_1696767,SERP2,387923
ILMN_1696781,LOC402635,402635
ILMN_1696806,CTNND1,1500
ILMN_1696810,GPR182,11318
ILMN_1696814,SEPSECS,51091
ILMN_1696826,C11orf47,283294
ILMN_1696827,PARS2,25973
ILMN_1696828,RGS14,10636
ILMN_1696830,AMPD2,271
ILMN_1696831,LOC648553,648553
ILMN_1696837,LOC652525,652525
ILMN_1696839,RPS27,6232
ILMN_1696843,LOC613037,613037
ILMN_1696845,GRLF1,2909
ILMN_1696846,LOC541471,541471
ILMN_1696852,FLJ46230,400679
ILMN_1696867,TPD52L3,89882
ILMN_1696870,TGFBRAP1,9392
ILMN_1696883,THOC2,57187
ILMN_1696886,LOC646813,646813
ILMN_1696901,LOC648620,648620
ILMN_1696909,LOC646246,646246
ILMN_1696911,FTHL8,2501
ILMN_1696921,LATS1,9113
ILMN_1696924,OR4K1,79544
ILMN_1696933,NLRP3,114548
ILMN_1696935,RBM39,9584
ILMN_1696939,LOC646268,646268
ILMN_1696946,LOC654174,654174
ILMN_1696956,ARID3B,10620
ILMN_1696961,ZBTB34,403341
ILMN_1696962,PDZD8,118987
ILMN_1696974,ANG,283
ILMN_1696975,USP1,7398
ILMN_1696977,LOC648604,648604
ILMN_1696990,LOC390211,390211
ILMN_1696991,DYRK1B,9149
ILMN_1696999,LOC650037,650037
ILMN_1697000,KIAA0258,9827
ILMN_1697002,LOC646256,646256
ILMN_1697006,LOC642361,642361
ILMN_1697024,LOC730432,730432
ILMN_1697031,DCUN1D2,55208
ILMN_1697054,LRRN4CL,221091
ILMN_1697056,FAM90A6P,389618
ILMN_1697069,CSF3,1440
ILMN_1697081,GAL3ST3,89792
ILMN_1697086,TTLL2,83887
ILMN_1697088,ARMC5,79798
ILMN_1697095,SUZ12P,440423
ILMN_1697096,SPG7,6687
ILMN_1697107,LOC648795,648795
ILMN_1697115,FLJ12355,80054
ILMN_1697117,TBP,6908
ILMN_1697118,ARMC6,93436
ILMN_1697120,LOC648058,648058
ILMN_1697121,LOC388526,388526
ILMN_1697123,LOC441126,441126
ILMN_1697138,LOC649952,649952
ILMN_1697141,TAS1R2,80834
ILMN_1697145,USP22,23326
ILMN_1697153,ZDHHC17,23390
ILMN_1697157,LOC642781,642781
ILMN_1697160,TTC7A,57217
ILMN_1697166,C9orf78,51759
ILMN_1697168,PRPF4B,8899
ILMN_1697175,TBN,129685
ILMN_1697176,GFAP,2670
ILMN_1697189,PNCK,139728
ILMN_1697200,MON2,23041
ILMN_1697203,LOC650804,650804
ILMN_1697206,DHX40,79665
ILMN_1697211,UBE1DC1,79876
ILMN_1697218,MED22,6837
ILMN_1697220,NT5E,4907
ILMN_1697227,USP36,57602
ILMN_1697228,GPR56,9289
ILMN_1697232,LOC641953,641953
ILMN_1697236,CNBD1,168975
ILMN_1697251,LOC652753,652753
ILMN_1697262,LOC652552,652552
ILMN_1697267,PRKCZ,5590
ILMN_1697268,EMILIN2,84034
ILMN_1697286,SF3A1,10291
ILMN_1697287,LOC647283,647283
ILMN_1697289,ZNF713,349075
ILMN_1697292,LOC643018,643018
ILMN_1697301,ST8SIA3,51046
ILMN_1697302,SF4,57794
ILMN_1697308,LOC648405,648405
ILMN_1697309,NCF1,653361
ILMN_1697315,GNAT1,2779
ILMN_1697317,DYNLRB2,83657
ILMN_1697328,SPATA9,83890
ILMN_1697331,LOC644047,644047
ILMN_1697338,SRPK3,26576
ILMN_1697342,HOXC11,3227
ILMN_1697345,LOC649800,649800
ILMN_1697348,WBSCR22,114049
ILMN_1697349,OR4F6,390648
ILMN_1697353,SIRPB2,284759
ILMN_1697363,C20orf27,54976
ILMN_1697370,CST11,140880
ILMN_1697373,LOC388910,388910
ILMN_1697377,LOC649841,649841
ILMN_1697378,LOC729826,729826
ILMN_1697405,LOC653632,653632
ILMN_1697409,TNFRSF14,8764
ILMN_1697412,RHBG,57127
ILMN_1697417,CEP170L,220766
ILMN_1697418,RBM9,23543
ILMN_1697420,TINF2,26277
ILMN_1697431,C20orf91,284800
ILMN_1697433,CYP46A1,10858
ILMN_1697440,PRPF4,9128
ILMN_1697444,IL1RL1,9173
ILMN_1697445,LOC389748,389748
ILMN_1697448,TXNIP,10628
ILMN_1697460,REEP6,92840
ILMN_1697466,OR5AY1,343170
ILMN_1697469,SFRS6,6431
ILMN_1697472,TM2D3,80213
ILMN_1697476,LOC643763,643763
ILMN_1697491,FLJ14213,79899
ILMN_1697493,WDFY3,23001
ILMN_1697499,HLA-DRB5,3127
ILMN_1697503,DHX29,54505
ILMN_1697504,LOC647859,647859
ILMN_1697510,ACSS2,55902
ILMN_1697512,SLC32A1,140679
ILMN_1697526,LOC644091,644091
ILMN_1697527,LOC729444,729444
ILMN_1697529,RNF10,9921
ILMN_1697543,SPINK5L3,153218
ILMN_1697544,SLC25A29,123096
ILMN_1697546,BRCC3,79184
ILMN_1697548,LPHN2,23266
ILMN_1697549,BAGE4,85317
ILMN_1697550,ACYP2,98
ILMN_1697554,SASH3,54440
ILMN_1697557,LOC647080,647080
ILMN_1697559,G6PD,2539
ILMN_1697561,FBXL16,146330
ILMN_1697567,TPM3,7170
ILMN_1697578,LOC647286,647286
ILMN_1697585,ACTR6,64431
ILMN_1697594,ANKRD28,23243
ILMN_1697597,KIAA0494,9813
ILMN_1697599,LOC649192,649192
ILMN_1697611,AMBN,258
ILMN_1697614,NHP2L1,4809
ILMN_1697620,KCNJ4,3761
ILMN_1697626,LOC641819,641819
ILMN_1697628,ADARB1,104
ILMN_1697629,PLA2G4B,8681
ILMN_1697631,PRDM16,63976
ILMN_1697634,FLJ35894,283847
ILMN_1697639,OGT,8473
ILMN_1697642,BCAP29,55973
ILMN_1697652,PLEKHB2,55041
ILMN_1697654,PLA2G6,8398
ILMN_1697657,LOC647527,647527
ILMN_1697665,LOC653972,653972
ILMN_1697666,NRARP,441478
ILMN_1697670,SRRM1,10250
ILMN_1697682,RECQL5,9400
ILMN_1697691,FLJ42280,401388
ILMN_1697694,ATP6AP1,537
ILMN_1697701,PLEKHJ1,55111
ILMN_1697702,LOC648293,648293
ILMN_1697703,HPDL,84842
ILMN_1697704,KRTAP12-2,353323
ILMN_1697710,IL1F7,27178
ILMN_1697729,MAP2K6,5608
ILMN_1697733,CST6,1474
ILMN_1697735,EWSR1,2130
ILMN_1697736,EXOSC2,23404
ILMN_1697742,C3orf38,285237
ILMN_1697751,GINS1,9837
ILMN_1697757,LOC647625,647625
ILMN_1697758,OR51L1,119682
ILMN_1697760,GALT,2592
ILMN_1697761,C3orf67,200844
ILMN_1697764,HYDIN,54768
ILMN_1697767,LOC254559,254559
ILMN_1697773,ZNF517,340385
ILMN_1697777,TSTA3,7264
ILMN_1697788,LOC730713,730713
ILMN_1697790,AGPAT1,10554
ILMN_1697793,SYNJ2BP,55333
ILMN_1697800,C16orf86,388284
ILMN_1697802,LOC654244,654244
ILMN_1697804,NEGR1,257194
ILMN_1697810,TSPAN11,441631
ILMN_1697812,HLXB9,3110
ILMN_1697817,PANX1,24145
ILMN_1697820,HINT2,84681
ILMN_1697827,ATP2A3,489
ILMN_1697830,MS4A1,931
ILMN_1697845,GNRH2,2797
ILMN_1697857,LOC644715,644715
ILMN_1697863,LOC729218,729218
ILMN_1697864,CXorf38,159013
ILMN_1697872,C21orf121,150142
ILMN_1697880,PLD2,5338
ILMN_1697906,WBP4,11193
ILMN_1697907,LOC649542,649542
ILMN_1697914,DGKB,1607
ILMN_1697916,GYLTL1B,120071
ILMN_1697919,WHSC1L1,54904
ILMN_1697922,LOC645671,645671
ILMN_1697923,BEAN,146227
ILMN_1697925,APOB48R,55911
ILMN_1697937,XKRY,9082
ILMN_1697952,OSBPL1A,114876
ILMN_1697957,C22orf9,23313
ILMN_1697959,SLC35B4,84912
ILMN_1697962,NSMCE1,197370
ILMN_1697967,UGT1A4,54657
ILMN_1697971,TRIM38,10475
ILMN_1697975,PHF14,9678
ILMN_1697979,LOC392559,392559
ILMN_1697989,SNORD101,594837
ILMN_1697998,FAM54A,113115
ILMN_1698001,NCK1,4690
ILMN_1698007,LOC651872,651872
ILMN_1698015,TBX1,6899
